Institution,City,State,Zip,Instituion URL,Cost of Attendance,In-state Tuition,Out-of-State Tuition,Average Faculty Salary,Student Spending Ratio
Adler University,Chicago,IL,60602,www.adler.edu/,26183.5,19315.0,21055.0,8120.0,0.48743535875888816
American Academy of Art,Chicago,IL,60604-4302,https://www.aaart.edu/,40537.0,35270.0,35270.0,5204.0,0.2816030697079514
American Islamic College,Chicago,IL,60613,www.aicusa.edu/,53797.5,7600.0,7600.0,8287.0,151.370607028754
School of the Art Institute of Chicago,Chicago,IL,60603,www.saic.edu/,67058.0,50920.0,50920.0,10678.0,0.5043450827429948
Augustana College,Rock Island,IL,61201-2296,www.augustana.edu/,54058.0,43610.0,43610.0,7847.0,0.6343545652700412
Aurora University,Aurora,IL,60506-4892,https://aurora.edu/,34961.0,25060.0,25060.0,8324.0,0.3913243057149415
Southwestern Illinois College,Belleville,IL,62221-5899,https://www.swic.edu/,11349.0,3660.0,5940.0,7554.0,2.3203357703763876
Bethany Theological Seminary,Richmond,IN,47374-4019,www.bethanyseminary.edu/,11303.5,4065.0,6795.0,6326.0,50.59438202247191
Black Hawk College,Moline,IL,61265-5899,www.bhc.edu/,11258.0,4470.0,7650.0,6874.0,2.3477281261734886
Blackburn College,Carlinville,IL,62626,www.blackburn.edu/,30921.0,23510.0,23510.0,6550.0,0.6242531890844502
Blessing Rieman College of Nursing and Health Sciences,Quincy,IL,62305-7005,www.brcn.edu/,39113.0,29060.0,29060.0,5614.0,0.9679304446978335
Bradley University,Peoria,IL,61625-0001,www.bradley.edu/,47305.0,34610.0,34610.0,9338.0,0.8276347873205093
Carl Sandburg College,Galesburg,IL,61401,www.sandburg.edu/,9800.0,4810.0,8002.0,6586.0,1.1043520076941573
Catholic Theological Union at Chicago,Chicago,IL,60615-5698,www.ctu.edu/,12599.75,6449.0,10685.0,6661.0,1.570789374529013
Midwestern University-Downers Grove,Downers Grove,IL,60515-5514,https://www.midwestern.edu/,15399.5,8088.0,13368.0,10963.0,0.4133306049557259
The Chicago School of Professional Psychology at Chicago,Chicago,IL,60654,https://www.thechicagoschool.edu/chicago/,18199.25,9727.0,16051.0,7604.0,0.3764869531849578
Chicago State University,Chicago,IL,60628-1598,www.csu.edu/,20999.0,11366.0,18734.0,7690.0,2.5583284968078934
Chicago Theological Seminary,Chicago,IL,60637,https://www.ctschicago.edu/,49777.0,35959.0,39643.0,8848.0,1.4560059580806468
University of Chicago,Chicago,IL,60637,www.uchicago.edu/,78555.0,60552.0,60552.0,18547.0,2.7483450124325897
City Colleges of Chicago-Kennedy-King College,Chicago,IL,60621-2709,www.ccc.edu/colleges/kennedy/pages/default.aspx,11098.0,3504.0,11544.0,8651.0,15.325047801147228
City Colleges of Chicago-Malcolm X College,Chicago,IL,60612-3197,www.ccc.edu/colleges/malcolm-x/pages/default.aspx,9404.0,3504.0,11544.0,9702.0,17.511111111111113
City Colleges of Chicago-Olive-Harvey College,Chicago,IL,60628-1696,ccc.edu/colleges/olive-harvey/pages/default.aspx,10540.0,3504.0,11544.0,10027.0,20.71099744245524
City Colleges of Chicago-Harry S Truman College,Chicago,IL,60640-6063,ccc.edu/colleges/truman/pages/default.aspx,10293.0,3504.0,11544.0,9448.0,2.636806825106642
City Colleges of Chicago-Richard J Daley College,Chicago,IL,60652-1299,ccc.edu/colleges/daley/pages/default.aspx,8729.0,3504.0,11544.0,9509.0,1.6379928315412187
City Colleges of Chicago-Harold Washington College,Chicago,IL,60601-2449,www.ccc.edu/colleges/washington/Pages/default.aspx,8830.0,3504.0,11544.0,9750.0,3.7137601177336275
City Colleges of Chicago-Wilbur Wright College,Chicago,IL,60634-1500,ccc.edu/colleges/wright/pages/default.aspx,8501.0,3504.0,11544.0,10076.0,3.1327433628318584
Columbia College Chicago,Chicago,IL,60605-1996,www.colum.edu/,43764.0,27756.0,27756.0,8659.0,0.49825223070554686
Concordia University-Chicago,River Forest,IL,60305-1499,www.cuchicago.edu/,41255.0,32880.0,32880.0,4365.0,0.4827867182725606
Coyne College,Chicago,IL,60602-3304,www.coynecollege.edu/,26107.5,18952.5,20602.5,4882.0,0.31598191090156835
Danville Area Community College,Danville,IL,61832-5118,www.dacc.edu/,10960.0,5025.0,8325.0,6430.0,2.8669928825622777
DePaul University,Chicago,IL,60604,https://www.depaul.edu/,55832.0,41202.0,41202.0,11071.0,0.5921890355937273
College of DuPage,Glen Ellyn,IL,60137-6599,www.cod.edu/,12650.0,4110.0,11820.0,10902.0,2.5416782826874824
East-West University,Chicago,IL,60605,www.eastwest.edu/,28350.0,22650.0,22650.0,5853.0,0.6016186370168671
Eastern Illinois University,Charleston,IL,61920,https://www.eiu.edu/,23922.0,11989.0,14269.0,8477.0,1.9348375451263538
Elgin Community College,Elgin,IL,60123-7193,www.elgin.edu/,8938.0,3180.0,11959.0,10943.0,2.585547634478289
Elmhurst University,Elmhurst,IL,60126-3296,www.elmhurst.edu/,47597.0,37754.0,37754.0,7989.0,0.47565904566568135
Eureka College,Eureka,IL,61530,www.eureka.edu/,36062.0,27560.0,27560.0,5690.0,0.49054733413580687
Fox College,Bedford Park,IL,60638,www.foxcollege.edu/,20199.0,15280.0,15280.0,6362.0,0.637923071847991
Garrett-Evangelical Theological Seminary,Evanston,IL,60201-3298,www.garrett.edu/,20636.5,12675.0,16431.0,9610.0,6.108921644685803
Governors State University,University Park,IL,60484,www.govst.edu/,21074.0,10070.0,17582.0,7343.0,1.276285495011512
Greenville University,Greenville,IL,62246,www.greenville.edu/,39861.0,27910.0,27910.0,5681.0,0.7363843620704213
Hebrew Theological College,Skokie,IL,60077,www.htc.edu/,26004.0,13300.0,13300.0,3175.0,1.1565336710998522
Highland Community College,Freeport,IL,61032-9341,www.highland.edu/,11513.0,4302.0,6654.0,8833.0,3.3079035703387243
Rosalind Franklin University of Medicine and Science,North Chicago,IL,60064-3095,www.rosalindfranklin.edu/,18520.0,9088.0,17110.0,11090.0,0.4720947156291984
University of Illinois Chicago,Chicago,IL,60607,www.uic.edu/,25527.0,13874.0,27566.0,11857.0,2.2644973951661114
Benedictine University,Lisle,IL,60532-0900,www.ben.edu/,46873.0,34290.0,34290.0,8593.0,0.4571070757670632
Illinois College of Optometry,Chicago,IL,60616-3878,www.ico.edu/,38487.5,24706.0,33277.0,9670.0,0.42637912546169426
University of Illinois Urbana-Champaign,Champaign,IL,61820-5711,www.illinois.edu/,30102.0,15122.0,32264.0,12740.0,0.9707317073170731
Illinois Wesleyan University,Bloomington,IL,61702-2900,www.iwu.edu/,60826.0,50028.0,50028.0,8316.0,1.035204470408941
Illinois Central College,East Peoria,IL,61635-0001,icc.edu/,14161.0,4500.0,11340.0,7754.0,1.6392572944297081
Illinois College,Jacksonville,IL,62650-2299,www.ic.edu/,43511.0,33740.0,33740.0,7228.0,0.7511130136986301
Olney Central College,Olney,IL,62450,www.iecc.edu/occ,13326.0,4098.0,12082.0,6509.0,1.9483240223463687
Illinois Institute of Technology,Chicago,IL,60616,web.iit.edu/,63212.0,49280.0,49280.0,12715.0,0.6657459950785919
Illinois State University,Normal,IL,61790-1000,illinoisstate.edu/,29758.0,14832.0,26356.0,8414.0,0.7732415613803507
Illinois Valley Community College,Oglesby,IL,61348-9692,https://www.ivcc.edu/,11405.0,4000.0,11992.0,8059.0,2.9908867858394674
Institute for Clinical Social Work,Chicago,IL,60640-1229,www.icsw.edu/,11580.5,3883.0,9049.0,7463.5,0.27427652733118973
John A Logan College,Carterville,IL,62918-2500,https://www.jalc.edu/,11756.0,3766.0,6106.0,6868.0,2.556002297530155
The John Marshall Law School,Chicago,IL,60604,www.jmls.edu,11996.0,4328.0,7148.0,14971.0,0.7348535065623757
John Wood Community College,Quincy,IL,62305-8736,www.jwcc.edu/,12236.0,4890.0,8190.0,6367.0,1.9604506232023011
Joliet Junior College,Joliet,IL,60431-8938,www.jjc.edu/,8606.0,4440.0,13410.0,11043.0,2.9612789674391315
Judson University,Elgin,IL,60123-1498,www.judsonu.edu/,40798.0,29870.0,29870.0,5994.0,0.7211062318975988
Kankakee Community College,Kankakee,IL,60901,www.kcc.edu/,11416.0,4830.0,22442.0,7689.0,2.7927730632356966
Kaskaskia College,Centralia,IL,62801,https://www.kaskaskia.edu/,11200.0,4560.0,12330.0,8845.0,3.4011082693947143
Kishwaukee College,Malta,IL,60150-9699,www.kish.edu/,12109.0,4890.0,13530.0,7100.0,1.85688591983556
Knox College,Galesburg,IL,61401,https://www.knox.edu/,58289.0,48168.0,48168.0,7233.0,0.8897583573306623
College of Lake County,Grayslake,IL,60030-1198,www.clcillinois.edu/,8974.0,4032.0,12530.0,11628.0,3.169460641399417
Lake Forest College,Lake Forest,IL,60045-2399,www.lakeforest.edu/,60505.0,48424.0,48424.0,8919.0,0.7526360441158647
Lake Forest Graduate School of Management,Lake Forest,IL,60045,www.lfgsm.edu/,35289.0,26277.0,31090.0,7748.5,0.3753880084953439
Lake Land College,Mattoon,IL,61938,www.lakelandcollege.edu/,10073.0,4130.0,13756.0,6578.0,3.3329519450800915
Lakeview College of Nursing,Danville,IL,61832,www.lakeviewcol.edu/,9663.5,3841.0,13154.0,6123.0,0.5503569009534727
Lewis and Clark Community College,Godfrey,IL,62035,www.lc.edu/,9254.0,3552.0,12552.0,8646.0,2.2074700109051255
Lewis University,Romeoville,IL,60446-2200,www.lewisu.edu/,41938.0,33430.0,33430.0,9240.0,0.6450189155107188
Lincoln Christian University,Lincoln,IL,62656-2111,www.lincolnchristian.edu/,26311.0,13590.0,13590.0,5550.0,0.5472527472527473
Lincoln College,Lincoln,IL,62656,lincolncollege.edu/,34934.0,19000.0,19000.0,5428.0,0.6162434325744308
Lincoln Land Community College,Springfield,IL,62794-9256,www.llcc.edu/,10589.0,3420.0,9732.0,9574.0,1.7880892255892256
Lincoln College of Technology-Melrose Park,Melrose Park,IL,60160-1605,www.lincolntech.edu/campus/melrose-park-il,34891.5,24481.5,27637.5,5204.0,0.46741397288842546
Loyola University Chicago,Chicago,IL,60660,https://www.luc.edu/,59194.0,45543.0,45543.0,11146.0,0.48268072289156627
Lutheran School of Theology at Chicago,Chicago,IL,60615-5134,www.lstc.edu/,46746.0,35809.0,35809.0,5895.0,8.197494386006381
Trinity College of Nursing & Health Sciences,Rock Island,IL,61201-5317,www.trinitycollegeqc.edu/default.aspx,34298.0,26075.0,26075.0,6265.0,0.43558854244368195
MacCormac College,Chicago,IL,60602-4405,www.maccormac.edu/,21850.0,12700.0,12700.0,4832.0,0.242458011621428
MacMurray College,Jacksonville,IL,62650-2590,www.mac.edu,37332.0,28540.0,28540.0,5965.0,0.849854868502067
McCormick Theological Seminary,Chicago,IL,60615,https://www.mccormick.edu/,24388.5,16062.0,21461.5,7467.0,8.470128988458928
McHenry County College,Crystal Lake,IL,60012-2761,www.mchenry.edu/,11445.0,3584.0,14383.0,10653.0,2.6043265875785067
McKendree University,Lebanon,IL,62254-1291,https://www.mckendree.edu/,42941.0,31640.0,31640.0,6655.0,0.4634769002717615
Meadville Lombard Theological School,Chicago,IL,60605,www.meadville.edu/,40112.0,24600.0,24600.0,9331.0,1.9684446791655663
Methodist College,Peoria,IL,61615,www.methodistcol.edu/,37283.0,17560.0,17560.0,6852.0,0.5344991446493063
Millikin University,Decatur,IL,62522-2084,https://millikin.edu/,48766.0,37054.0,37054.0,6237.0,0.7778016316015457
Monmouth College,Monmouth,IL,61462-1998,www.monmouthcollege.edu/,49178.0,38990.0,38990.0,6812.0,1.3210009976720984
Moody Bible Institute,Chicago,IL,60610-3284,https://www.moody.edu/,26844.0,13290.0,13290.0,6129.0,1.107338591097447
Moraine Valley Community College,Palos Hills,IL,60465-0937,www.morainevalley.edu/,10056.0,4446.0,11436.0,7480.0,1.9384565288179747
Morrison Institute of Technology,Morrison,IL,61270-2959,www.morrisontech.edu/,24959.0,17400.0,17400.0,5099.0,0.6043851981351981
Morton College,Cicero,IL,60804-4398,www.morton.edu/,9783.0,4798.0,10942.0,8279.0,2.9212527964205814
National Louis University,Chicago,IL,60603,www.nl.edu/,23294.0,11010.0,11010.0,6195.0,0.4150036708269372
National University of Health Sciences,Lombard,IL,60148-4583,https://www.nuhs.edu/,37388.5,25525.0,25525.0,5461.0,0.6428812822864868
North Central College,Naperville,IL,60540,northcentralcollege.edu/,51483.0,40040.0,40040.0,8552.0,0.6101046935654629
North Park University,Chicago,IL,60625-4895,www.northpark.edu/,38189.0,31030.0,31030.0,7940.0,0.5106617220998957
Northern Baptist Theological Seminary,Lisle,IL,60532-1348,www.seminary.edu/,33455.5,22820.0,22820.0,6414.0,0.8372931045013131
Northern Illinois University,Dekalb,IL,60115-2828,www.niu.edu/,28722.0,14610.0,14610.0,8616.0,1.6936982174240522
Northwestern University,Evanston,IL,60208,www.northwestern.edu/,74630.0,56691.0,56691.0,17483.0,1.2761406549866898
Northeastern Illinois University,Chicago,IL,60625-4699,www.neiu.edu/,23811.0,11462.0,21161.0,8265.0,1.7943330531876576
Oakton Community College,Des Plaines,IL,60016-1268,www.oakton.edu/,10946.0,3985.0,12462.0,10074.0,3.393495458540873
Olivet Nazarene University,Bourbonnais,IL,60914-2271,www.olivet.edu/,47290.0,37070.0,37070.0,7244.0,0.5370045062247002
Parkland College,Champaign,IL,61821-1899,https://www.parkland.edu/,12872.0,5130.0,15930.0,8593.0,1.8165884966674894
Prairie State College,Chicago Heights,IL,60411-8226,www.prairiestate.edu/,14392.0,4176.0,11064.0,8382.0,1.7812241521918941
Principia College,Elsah,IL,62028-9799,www.principiacollege.edu/,27419.5,30190.0,30190.0,7953.0,4.12612475217325
Quincy University,Quincy,IL,62301-2699,www.quincy.edu/,40447.0,30450.0,30450.0,5693.0,0.6913130363230281
Rend Lake College,Ina,IL,62846,www.rlc.edu/,11776.0,4050.0,6750.0,6557.0,2.2954035874439462
Richland Community College,Decatur,IL,62521-8512,https://www.richland.edu/,9634.0,4500.0,14820.0,7112.0,8.117994100294986
Robert Morris University Illinois,Chicago,IL,60605,https://robertmorris.edu/,38814.0,29400.0,29400.0,7011.0,0.28209431112602784
Rock Valley College,Rockford,IL,61114-5699,www.rockvalleycollege.edu/,13061.0,4064.0,16994.0,8073.0,2.666899441340782
Rockford University,Rockford,IL,61108-2311,www.rockford.edu/,41928.0,32100.0,32100.0,5726.0,0.41096532333645736
Roosevelt University,Chicago,IL,60605-1394,www.roosevelt.edu/,44929.0,30876.0,30876.0,8367.0,0.5825122566519111
Dominican University,River Forest,IL,60305,www.dom.edu/,41882.0,34420.0,34420.0,7368.0,0.6834552616769837
Rush University,Chicago,IL,60612,www.rushu.rush.edu/,41903.333333333336,34280.0,34280.0,11548.0,0.5339385474860335
Saint Francis Medical Center College of Nursing,Peoria,IL,61603-3783,www.sfmccon.edu/,41924.66666666666,34140.0,34140.0,6612.0,0.874508682912885
University of St Francis,Joliet,IL,60435-6188,https://www.stfrancis.edu/,41946.0,34000.0,34000.0,8005.0,0.4361518550474547
St. John's College-Department of Nursing,Springfield,IL,62702,https://www.sjcs.edu/,41647.5,34190.0,34190.0,8918.0,1.218700956816686
Saint Xavier University,Chicago,IL,60655,https://www.sxu.edu/,41349.0,34380.0,34380.0,7474.0,0.4022319553608928
University of Illinois Springfield,Springfield,IL,62703-5407,www.uis.edu/,24610.0,11813.0,21338.0,8063.0,1.736501729583396
Sauk Valley Community College,Dixon,IL,61021-9112,www.svcc.edu/,12489.0,4680.0,11970.0,6368.0,2.600668337510443
Shawnee Community College,Ullin,IL,62992,www.shawneecc.edu/,18465.0,3750.0,6060.0,7593.0,6.1052944675788225
Saint Augustine College,Chicago,IL,60640-3501,www.staugustine.edu/,18597.0,11736.0,11736.0,5553.0,0.4746125066809193
University of Saint Mary of the Lake,Mundelein,IL,60060-1174,www.usml.edu/,15408.0,7878.0,8988.0,4947.0,0.6599808737668613
Southeastern Illinois College,Harrisburg,IL,62946,www.sic.edu/,12219.0,4020.0,6240.0,6214.0,4.241502683363149
Spertus College,Chicago,IL,60605,www.spertus.edu/,13510.5,4560.0,8955.0,11401.0,3.781323580982917
Spoon River College,Canton,IL,61520-8622,www.src.edu/,14802.0,5100.0,11670.0,6365.0,2.0005028916268546
Saint Anthony College of Nursing,Rockford,IL,61114,https://www.sacn.edu/,21853.0,26692.0,26692.0,7258.0,0.4770132276272136
Southern Illinois University-Carbondale,Carbondale,IL,62901-4512,www.siu.edu/,28904.0,14904.0,29360.0,7698.0,1.7117829612573832
Southern Illinois University-Edwardsville,Edwardsville,IL,62026-1259,www.siue.edu/,24012.0,12219.0,12219.0,8360.0,1.358327172879924
Taylor Business Institute,Chicago,IL,60601,www.tbiil.edu/,24367.0,14325.0,14325.0,3671.0,0.3118076195622805
Telshe Yeshiva-Chicago,Chicago,IL,60625,https://telsheyeshivachicago.com/,17680.0,14500.0,14500.0,3211.0,0.8625725519565625
South Suburban College,South Holland,IL,60473-1200,https://www.ssc.edu/,10981.0,5093.0,12683.0,8021.0,15.255067567567568
Trinity Christian College,Palos Heights,IL,60463-0929,www.trnty.edu/,42109.0,31175.0,31175.0,7188.0,0.6697247706422018
Trinity International University-Illinois,Deerfield,IL,60015-1283,https://www.tiu.edu/,45579.0,33028.0,33028.0,7602.0,1.256054064201239
Triton College,River Grove,IL,60171-1995,www.triton.edu/,10935.0,4320.0,13022.0,7820.0,2.2831033196568447
VanderCook College of Music,Chicago,IL,60616-3731,www.vandercook.edu/,36664.0,29070.0,29070.0,5077.0,0.3221207508878742
Waubonsee Community College,Sugar Grove,IL,60554-9454,https://www.waubonsee.edu/,9321.0,3312.0,9860.0,9631.0,2.418849948962232
Resurrection University,Chicago,IL,60622,www.resu.edu/,17526.5,8284.0,11558.0,8451.0,0.3707487129595849
Western Illinois University,Macomb,IL,61455,www.wiu.edu/,25732.0,13256.0,13256.0,9001.0,1.8653846153846154
Wheaton College,Wheaton,IL,60187-5593,www.wheaton.edu/,49214.0,37700.0,37700.0,9366.0,0.7332589285714286
William Rainey Harper College,Palatine,IL,60067-7398,https://www.harpercollege.edu/index.php,12741.0,3774.0,11754.0,10071.0,1.8860379103097549
Ancilla College,Donaldson,IN,46513-0001,https://www.ancilla.edu/,26324.0,18600.0,18600.0,4615.0,0.4620843189091415
Anderson University,Anderson,IN,46012-3495,https://anderson.edu/,43443.0,31230.0,31230.0,6315.0,0.6747070046334152
Ball State University,Muncie,IN,47306,www.bsu.edu/,24093.0,10020.0,26800.0,7585.0,1.3054407713498624
Bethel University,Mishawaka,IN,46545-5591,www.betheluniversity.edu/,39577.0,29170.0,29170.0,5833.0,0.6228833307441355
Butler University,Indianapolis,IN,46208,www.butler.edu/,59326.0,42360.0,42360.0,8777.0,0.6103579798722485
Calumet College of Saint Joseph,Whiting,IN,46394,www.ccsj.edu/,23888.0,19670.0,19670.0,5772.0,0.49622664852158854
Christian Theological Seminary,Indianapolis,IN,46208-3301,www.cts.edu/,29668.5,14810.0,14810.0,9862.0,1.0879901385301713
College of Court Reporting Inc,Valparaiso,IN,46385,www.ccr.edu/,35449.0,9950.0,9950.0,7846.5,0.5925288216798922
Concordia Theological Seminary,Fort Wayne,IN,46825-4996,www.ctsfw.edu/,50186.5,30548.0,30548.0,5831.0,6.532937365010799
DePauw University,Greencastle,IN,46135-1772,www.depauw.edu/,64924.0,51146.0,51146.0,9375.0,1.1472402776247659
Earlham College,Richmond,IN,47374-4095,https://earlham.edu/,59782.0,47380.0,47380.0,6438.0,2.4147952443857332
University of Evansville,Evansville,IN,47722,www.evansville.edu/,50135.0,37466.0,37466.0,8177.0,0.8241512903013987
Franklin College,Franklin,IN,46131-2623,www.franklincollege.edu/,45152.0,32970.0,32970.0,6659.0,0.7447048219918883
Goshen College,Goshen,IN,46526-4794,www.goshen.edu/,45214.0,34540.0,34540.0,5977.0,0.6687125025860285
Grace College and Theological Seminary,Winona Lake,IN,46590-1274,www.grace.edu/,35338.0,26262.0,26262.0,7183.0,0.9665664461815995
Hanover College,Hanover,IN,47243,www.hanover.edu/,51622.0,38750.0,38750.0,7726.0,1.0371020505864517
Holy Cross College,Notre Dame,IN,46556-0308,www.hcc-nd.edu/,43943.0,32000.0,32000.0,5785.0,0.34264559482329515
Huntington University,Huntington,IN,46750,www.huntington.edu/,37488.0,26846.0,26846.0,6770.0,0.7209103840682788
Ivy Tech Community College,Indianapolis,IN,46208-5752,www.ivytech.edu/,12552.0,4500.0,8661.0,5772.0,1.8065693430656935
Purdue University Fort Wayne,Fort Wayne,IN,46805-1499,www.pfw.edu/,18450.0,8589.0,20622.0,7632.0,1.196216514774924
Indiana University-Purdue University-Indianapolis,Indianapolis,IN,46202-5143,www.iupui.edu/,20613.0,9701.0,30710.0,8593.0,1.5670736842105264
